0,0,0,0
2923,0.234094,0,0
4886,0.391947,0,0
0,0,0,0
0,0,0,0
3693,0.307396,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6173,0.51099,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5178,0.415954,0,0
5053,0.409607,0,0
0,0,0,0
3235,0.260886,0,0
5148,0.418961,0,0
0,0,0,0
3658,0.298573,0,0
1839,0.151124,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3349,0.262396,0,0
0,0,0,0
0,0,0,0
351,0.0296641,0,0
0,0,0,0
0,0,0,0
5679,0.459265,0,0
3237,0.274446,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5512,0.460964,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2371,0.196194,0,0
3592,0.289246,0,0
5007,0.405925,0,0
0,0,0,0
4631,0.370658,0,0
3105,0.252916,0,0
0,0,0,0
5763,0.470504,0,0
983,0.0794684,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6558,0.523225,0,0
0,0,0,0
5780,0.47033,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3758,0.299417,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
220,0.0171357,0,0
0,0,0,0
1303,0.106216,0,0
4892,0.401755,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
780,0.0636376,0,0
5293,0.426083,0,0
288,0.0254804,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5945,0.476643,0,0
4800,0.390911,0,0
0,0,0,0
0,0,0,0
0,0,0,0
731,0.0574441,0,0
6070,0.484828,0,0
0,0,0,0
1774,0.149399,0,0
0,0,0,0
0,0,0,0
5020,0.409594,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1820,0.140446,0,0
0,0,0,0
0,0,0,0
4115,0.335037,0,0
0,0,0,0
6493,0.51938,0,0
0,0,0,0
5394,0.44645,0,0
0,0,0,0
3489,0.289194,0,0
0,0,0,0
134,0.0114882,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1739,0.145069,0,0
5950,0.479785,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1253,0.0999576,0,0
5334,0.432696,0,0
829,0.0676572,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5960,0.47963,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2945,0.235793,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1602,0.135179,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4743,0.383477,0,0
0,0,0,0
1669,0.139167,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3424,0.286094,0,0
0,0,0,0
4480,0.37251,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3121,0.259009,0,0
1149,0.0958804,0,0
5526,0.445467,0,0
0,0,0,0
0,0,0,0
5825,0.473716,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2748,0.225606,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3675,0.301854,0,0
0,0,0,0
1406,0.114477,0,0
3128,0.257628,0,0
0,0,0,0
3003,0.246329,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3672,0.300668,0,0
0,0,0,0
6263,0.507866,0,0
4695,0.381481,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4218,0.339786,0,0
0,0,0,0
4640,0.374541,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5557,0.450808,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5437,0.440809,0,0
0,0,0,0
0,0,0,0
2993,0.251117,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4802,0.384724,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1955,0.163647,0,0
0,0,0,0
0,0,0,0
0,0,0,0
385,0.0297044,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
43,0.00383249,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2460,0.19912,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2775,0.226115,0,0
3379,0.277037,0,0
0,0,0,0
4853,0.399318,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2086,0.168769,0,0
3610,0.292762,0,0
0,0,0,0
1230,0.0978635,0,0
0,0,0,0
0,0,0,0
1030,0.084882,0,0
0,0,0,0
0,0,0,0
4035,0.331606,0,0
5642,0.461854,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4138,0.339054,0,0
0,0,0,0
1896,0.14859,0,0
3492,0.288182,0,0
0,0,0,0
0,0,0,0
3529,0.285548,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4977,0.40531,0,0
4322,0.34784,0,0
0,0,0,0
0,0,0,0
5110,0.414393,0,0
0,0,0,0
0,0,0,0
505,0.0390898,0,0
5483,0.440113,0,0
5412,0.438492,0,0
0,0,0,0
5519,0.449179,0,0
0,0,0,0
0,0,0,0
2042,0.15824,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1962,0.159665,0,0
1776,0.143778,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2493,0.205171,0,0
4960,0.407201,0,0
0,0,0,0
0,0,0,0
2491,0.202591,0,0
3909,0.315145,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3882,0.31507,0,0
0,0,0,0
0,0,0,0
4956,0.403299,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
850,0.0683371,0,0
0,0,0,0
1774,0.146744,0,0
0,0,0,0
3375,0.271347,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3273,0.264288,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5389,0.426232,0,0
0,0,0,0
0,0,0,0
593,0.0480653,0,0
0,0,0,0
0,0,0,0
4491,0.365577,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4023,0.332344,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
739,0.0628575,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2608,0.208234,0,0
0,0,0,0
1436,0.115737,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6532,0.521473,0,0
0,0,0,0
0,0,0,0
2543,0.204259,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3386,0.275076,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1359,0.107062,0,0
0,0,0,0
1462,0.119983,0,0
1192,0.100578,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4538,0.374615,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6521,0.528829,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6386,0.523867,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4601,0.373869,0,0
882,0.0709313,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1908,0.156706,0,0
0,0,0,0
0,0,0,0
453,0.0353128,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2133,0.168241,0,0
0,0,0,0
0,0,0,0
3888,0.321285,0,0
0,0,0,0
4688,0.372719,0,0
2064,0.167576,0,0
0,0,0,0
0,0,0,0
0,0,0,0
