5,2897
10,2883
15,2916
20,2805
25,2897
30,2856
35,2784
40,2930
45,2779
50,2789
55,2816
60,2805
65,2680
70,2783
75,2643
80,2821
85,2646
90,2703
95,2710
100,2689
105,2548
110,2654
115,2597
120,2599
125,2584
130,2516
135,2524
140,2499
145,2468
150,2446
155,2460
160,2488
165,2523
170,2514
175,2452
180,2401
185,2408
190,2410
195,2473
200,2483
205,2368
210,2378
215,2404
220,2399
225,2365
230,2320
235,2443
240,2347
245,2350
250,2327
255,2362
260,2328
265,2332
270,2417
275,2315
280,2342
285,2405
290,2341
295,2232
300,2310
305,2371
310,2420
315,2278
320,2454
325,2491
330,2431
335,2489
340,2385
345,2485
350,2555
355,2550
360,2599
365,2632
370,2672
375,2677
380,2860
385,2895
390,2839
395,3016
400,3055
405,3025
410,3194
415,3315
420,3489
425,3638
430,3626
435,3842
440,4017
445,4084
450,4426
455,4603
460,4723
465,5133
470,5298
475,5656
480,3796
485,1601
490,1451
495,1316
500,1275
505,1172
510,1073
515,1101
520,1104
525,1095
530,947
535,929
540,862
545,838
550,737
555,530
560,406
565,342
570,343
575,262
580,210
585,148
590,111
595,81
600,53
605,26
610,15
615,7
620,7
625,0
630,0
635,0
640,0
645,0
650,0
655,0
660,0
665,41
670,0
675,0
680,0
685,0
690,0
695,0
700,0
