5,992
10,1009
15,1010
20,1004
25,977
30,1008
35,990
40,952
45,1031
50,949
55,945
60,962
65,1001
70,928
75,987
80,945
85,938
90,956
95,960
100,943
105,978
110,919
115,972
120,957
125,956
130,933
135,928
140,896
145,878
150,880
155,893
160,944
165,915
170,957
175,998
180,974
185,921
190,944
195,856
200,886
205,923
210,953
215,857
220,880
225,863
230,897
235,976
240,888
245,907
250,900
255,863
260,885
265,914
270,900
275,857
280,895
285,880
290,894
295,807
300,873
305,871
310,882
315,901
320,873
325,924
330,867
335,876
340,929
345,881
350,828
355,891
360,858
365,872
370,871
375,869
380,911
385,885
390,858
395,885
400,892
405,905
410,839
415,868
420,909
425,903
430,833
435,898
440,827
445,905
450,808
455,881
460,879
465,883
470,802
475,874
480,880
485,875
490,832
495,882
500,881
505,853
510,849
515,869
520,921
525,913
530,871
535,865
540,887
545,872
550,896
555,863
560,853
565,901
570,872
575,846
580,895
585,882
590,903
595,885
600,907
605,903
610,935
615,884
620,924
625,843
630,909
635,872
640,842
645,953
650,904
655,887
660,888
665,906
670,883
675,959
680,907
685,883
690,935
695,947
700,876
705,899
710,922
715,939
720,935
725,954
730,959
735,982
740,981
745,1015
750,981
755,1026
760,969
765,1012
770,1016
775,957
780,1018
785,982
790,1032
795,1014
800,1014
805,1055
810,1043
815,1015
820,1043
825,1064
830,1064
835,1119
840,1137
845,1153
850,1114
855,1120
860,1103
865,1145
870,1100
875,1173
880,1226
885,1201
890,1238
895,1207
900,1300
905,1286
910,1405
915,1307
920,1339
925,1365
930,1455
935,1428
940,1446
945,1462
950,1547
955,1651
960,1634
965,1586
970,1656
975,1638
980,1797
985,1819
990,1833
995,1904
1000,1946
1005,2083
1010,2171
1015,2149
1020,2259
1025,2301
1030,2323
1035,2436
1040,2337
1045,1056
1050,752
1055,579
1060,636
1065,617
1070,559
1075,534
1080,555
1085,562
1090,545
1095,535
1100,449
1105,501
1110,425
1115,492
1120,426
1125,422
1130,353
1135,299
1140,209
1145,180
1150,183
1155,135
1160,124
1165,107
1170,87
1175,60
1180,36
1185,33
1190,21
1195,11
1200,3
1205,3
1210,1
1215,0
1220,1
1225,0
1230,1
1235,0
1240,0
1245,0
1250,0
1255,21
1260,0
1265,0
1270,0
1275,0
1280,0
1285,0
1290,0
1295,0
1300,0
1305,0
1310,0
1315,0
1320,0
1325,0
1330,0
1335,0
1340,0
1345,0
1350,0
1355,0
1360,0
1365,0
1370,0
1375,0
1380,0
1385,0
1390,0
1395,0
1400,0
